process_id,state_name,state_code_lgd,district_name,district_code_lgd,type_of_project,ngo_name,ngo_address,ngo_unique_id,project_id,project_address,scheme_project_name,scheme_project_id,form_type,acknowledgement_number,financial_year,applied_date,male_count,female_count,others_count
54296,UTTAR PRADESH,9,PRAYAGRAJ,120,c,SOCIETY FOR  PREVENTION OF ALCOHOLISM AND SUBSTANCE DRUGS ABUSE,"VILL CHAPRO PO BISARI MEZA ALLAHABAD-212306(U.P.), Pin-212306",UP/2017/0161138,DR/UP/ALB/00041,"PILIKOTHI, IST , PILI KOTHI, FRONT OF UNION BANK OF INDIA MEVALAL KI BAGHIYA PILI KOTHI NAINI PRAYAGRAJ, MEVALAL BAGIYA TIRAHA FRONT OF UNION BANK , ALLAHABAD MIRZAPUR HIGHWAY , NAINI ALLAHABAD",Outreach and Drop in Centres (ODIC),11,DRUGS,UP/UP/00014367/DRUGS/05-21/50263,2021-22,6/15/2021,1164,2,0
54297,UTTAR PRADESH,9,CHITRAKOOT,136,c,PARAKH ,"VILL THARBIHAR PO PINDI TEHSIL KARCHHANA DISTRICT PRAYAGRAJ(ALLAHABAD)-UP INDIA -212301 , Pin-212301",UP/2016/0099581,DR/UP/CHK/00037,"KASETHI, IST , NEAR PRIMARY SCHOOL KAPSETHI, CHITRAKOOT BANDA HIGHWAY  KAKLESH SINHJ BUILDINGH, KARVI",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,UP/UP/00000428/DRUGS/05-21/50264,2021-22,5/19/2021,181,1,0
54299,ODISHA,21,GAJAPATI,353,c,SOPUTRA,"AT-RAMSWAMIPUR( NEAR FOREST GATE) PO-PARALAKHEMUNDI,DIST-GAJAPATI , STATE-ODISHA PIN-761200, Pin-761200",OR/2009/0001741,DR/OR/GJP/00058,"0, 1 and 2nd floor , NEAR GAJAPATI STADIUM, DAMODAR VIHAR, PARALAKHEMUNDI",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,OR/OR/00000103/DRUGS/05-21/50266,2021-22,5/27/2021,182,0,0
54300,RAJASTHAN,8,DAUSA,97,c,Rajfoundation sansthan,"village,mijhora,post bazana,teh,sapotra,dist,karauli.rajasthan 322218, Pin-322218",RJ/2017/0151185,DR/RJ/DAS/00060,"100, 1, building, lalsot, colony, piplag mata rod, lalsot",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,RJ/RJ/00013692/DRUGS/05-21/50267,2021-22,5/27/2021,207,0,0
54301,NAGALAND,13,KOHIMA,245,c,Kripa Foundation,"Mt.carmel church, 81/A, chapel Road,, Bandra (W) Mumbai-400050",NL/2009/0011506,DR/NL/KHM/00061,"14-20, 2nd floor, Red cross complex kohima, Indoor stadium, Officers Hill Colony, Raj Bhavan Road, Kohima",SLCA,12,DRUGS,NL/MH/00003970/DRUGS/05-21/50268,2021-22,6/15/2021,0,0,0
54302,MAHARASHTRA,27,NAGPUR,484,c,Harshal Gramin Vikas Bahuudeshiya Sanstha Dhaba Chandrapur,"Watchal Bhawan, Viveknagar, Mul Road, Chandrapur442402, Pin-000000",MH/2009/0015074,DR/MH/NGP/00063,"35, ground floor, Shalang villa, Bhagwannagar, Gurukrupa Layout, Balaji Nagar Road, Nagpur",Community based Peer led Intervention (CPI) for Early Drug Use Prevention among Adolescents,10,DRUGS,MH/MH/00021040/DRUGS/05-21/50269,2021-22,6/16/2021,326,74,0
54303,JAMMU AND KASHMIR,1,JAMMU,5,c,J AND K SOCIETY FOR THE PROMOTION OF YOUTH AND MASSES,"JKSPYM CENTREVILLAGE PURKHOOPOST OFFICE DUMANAJAMMU, Pin-181206",JK/2016/0098615,DR/JK/JMU/00065,"JKSPYM, 1st Floor, Near Purkhoo Migrant Camp, JKSPYM Centre Village Purkhoo, Jammu",SLCA,12,DRUGS,JK/JK/00000429/DRUGS/05-21/50270,2021-22,6/14/2021,231,99,0
54304,PUNJAB,3,GURDASPUR,32,c,J AND K SOCIETY FOR THE PROMOTION OF YOUTH AND MASSES,"JKSPYM CENTREVILLAGE PURKHOOPOST OFFICE DUMANAJAMMU, Pin-181206",JK/2016/0098615,DR/PB/GRD/00064,"00, 1st FLOOR, RANJEET KAUR NIWAS, OPPOSITE SMS WORLD STORE, WARD NO.: 8, GOLDEN AVENUE MOHALLA, MEHAR CHAND ROAD, GURDASPUR",Outreach and Drop in Centres (ODIC),11,DRUGS,PB/JK/00000429/DRUGS/05-21/50271,2021-22,6/14/2021,4083,7,1
54305,UTTAR PRADESH,9,HAPUR,661,c,Alternative to Addiction Creating Centre,"6/21,SECTOR-2,RAJENDRA NAGAR.INFRONT OF DAV SCHOOL GATE NUMBER 4.SAHIBABAD, Pin-201005",UP/2016/0112315,DR/UP/HAP/00040,"135, Ground, Back side of Roopwati Intercollege, Dhaulana Road, Pilkhua",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,UP/UP/00013182/DRUGS/05-21/50272,2021-22,5/27/2021,177,0,0
54307,RAJASTHAN,8,BARAN,89,c,MANAV JANSEVA SANSTHAN,"1-P-10, MAHAVEER NAGAR EXT., KOTAPINCODE - 324009, Pin-324009",RJ/2016/0105069,DR/RJ/BRN/00068,"01, 1st, Building, Near  Rawan ji ka chok, Lanka colony, Rawan ji ka chok, Baran",Outreach and Drop in Centres (ODIC),11,DRUGS,RJ/RJ/00021498/DRUGS/05-21/50274,2021-22,5/26/2021,3179,398,4
54308,ODISHA,21,BAUDH,349,c,VISHWA JEEVAN SEVA SANGHA,"At-Saradhapur,
Po- Garhsanput,
Via-Bajapur,
Dist- Khordha
Pin-752060
Odisha",OR/2009/0017615,DR/OR/BDH/00075,"291, Ground & 1st floor, Near CHC Manamunda, Manamunda, Manamunda",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,OR/OR/00001006/DRUGS/05-21/50275,2021-22,6/15/2021,180,0,0
54309,MIZORAM,15,SERCHHIP,268,c,Faith Home Society,"Faith Home, Chhingchhip, Serchhip District",MZ/2017/0116950,DR/MZ/SER/00073,"VH - 74, ground floor, Near venghlun presbyterian church, Chhingchhip Road, Chhingchhip",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,MZ/MZ/00000830/DRUGS/05-21/50276,2021-22,5/29/2021,174,0,0
54310,KARNATAKA,29,UTTAR KANNADA,550,c,Surabee Mahila Mandali ,"314 3rd Main 1st cross 
S Nijalingappa layout
davangere 577004
karnataka",KA/2014/0074274,DR/KA/UKD/00079,"No.2110A, Ground & first floor, Behind Khapri Temple, Khapri temple, Kodibag, Kodibag, Karwar",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,KA/KA/00001279/DRUGS/05-21/50277,2021-22,5/24/2021,177,1,0
54311,TAMIL NADU,33,NAGAPATTINAM,579,c,Avvai village welfare society ,"260. Public Office Road, Velipalayam, Nagapattinam-611 001",TN/2010/0034750,DR/TN/NPM/00082,"3/24, Ground floor, Near Poravacherry bus stop, Nagai to Thiruvarur Main Road, Nagapattinam",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,TN/TN/00000437/DRUGS/05-21/50278,2021-22,5/31/2021,170,0,0
54313,RAJASTHAN,8,JODHPUR,107,c,Opium De addiction Treatment Training and Research Trust,"VPO- Manaklao,
Dist.- Jodhpur (Rajasthan)
PIN 342305",RJ/2016/0104840,DR/RJ/JDH/00086,"NA, Ist , Railway Crossing, Jodhpur Osian Road, Manaklao",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,RJ/RJ/00005684/DRUGS/05-21/50280,2021-22,5/26/2021,320,0,0
54314,MAHARASHTRA,27,KOLHAPUR,480,c,Pace Academy Kolhapur,"Pace Academy Kolhapur
CS No. 1003, Plot No.21 Mahalaxmi Colony, Sane Guruji Vasahat. Radhanagari Road, Kolhapur 416 012 (Maharashtra) ",MH/2016/0107253,DR/MH/KLP/00080,"37, Ground floor, Khadicha Ganpati, R. K. Nagar, Kolhapur",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,MH/MH/00000571/DRUGS/05-21/50281,2021-22,5/25/2021,183,0,0
54315,KARNATAKA,29,DAKSHIN KANNAD,534,c,Prajna Counselling Centre,"Prajna Counselling CentreFalnir Road, Kankanady,Mangalore - 575 002, Pin-575002",KA/2009/0006400,DR/KA/DKD/00067,"10-122(1), 3 floors, Residential building, Near Prasad Nethralaya, Ujjodi, Gorigudda, Mangalore, N.H-66, Mangalore",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,KA/KA/00001520/DRUGS/05-21/50282,2021-22,5/25/2021,337,5,0
54316,WEST BENGAL,19,SOUTH 24 PARAGANAS,304,c,The Calcutta Samaritans,"48 Ripon Street, Kolkata 700016",WB/2010/0031872,DR/WB/N24/00018," 3 storied building, occupied ALL  , Devaloke Nest,  Village AREA of 24 Parganas(S)",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,WB/WB/00000557/DRUGS/05-21/50283,2021-22,5/15/2021,238,1,0
54317,TELANGANA,36,KHAMMAM,509,c,Society for Health Awareness and rural Enlightenment,"C1-124,Saisagarnagar,Jilugumadu(Village),Madhira (Mandal),Khammam District,Telangana.PIN-507203, Pin-507203",AP/2009/0017396,DR/TG/KMM/00007,"1-3, 1st and 2nd, beside suseela degree college, min road, madhira",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,TG/TG/00012956/DRUGS/05-21/50284,2021-22,5/15/2021,184,0,0
54318,MADHYA PRADESH,23,JABALPUR,411,c,Sadbhav Mission Samiti,"Kudwari Colony, Near Amkhera Petrol Pump, Jabalpur482004, Pin-482004",MP/2009/0013450,DR/MP/JBL/00084,"17/8, First floor, sadbhav nasha mukti kendra, Amkhera Patrol Pump, kudwari colony omkar nagar, amkhera road, Jabalpur",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,MP/MP/00000305/DRUGS/05-21/50285,2021-22,6/9/2021,8446,3,0
54319,KARNATAKA,29,GADAG ,537,c,Sri Maitri association,"Sri Maitri Association 
 242 Sugar Factory Road
Doddabathi
Davangere577004",KA/2009/0010647,DR/KA/GDG/00089,"263/A+B, Ground and First, Zoo Cross, Hubli Road, Gadag",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,KA/KA/00000920/DRUGS/05-21/50286,2021-22,5/22/2021,228,3,0
54320,JAMMU AND KASHMIR,1,JAMMU,5,c,J AND K SOCIETY FOR THE PROMOTION OF YOUTH AND MASSES,"JKSPYM CENTREVILLAGE PURKHOOPOST OFFICE DUMANAJAMMU, Pin-181206",JK/2016/0098615,DR/JK/JMU/00045,"JKSPYM, Ground, Near Purkhoo Migrant Camp, JKSPYM Centre Purkhoo, Jammu",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,JK/JK/00000429/DRUGS/05-21/50287,2021-22,6/14/2021,232,4,0
54321,JAMMU AND KASHMIR,1,JAMMU,5,c,J AND K SOCIETY FOR THE PROMOTION OF YOUTH AND MASSES,"JKSPYM CENTREVILLAGE PURKHOOPOST OFFICE DUMANAJAMMU, Pin-181206",JK/2016/0098615,DR/JK/JMU/00047,"83, 1st Floor, OWN BUILDING, NEAR JK BANK, SUBHASH NAGAR EXTENTION, TOPH SHER KHANIYAN , JAMMU",Outreach and Drop in Centres (ODIC),11,DRUGS,JK/JK/00000429/DRUGS/05-21/50288,2021-22,6/14/2021,2060,10,0
54322,DELHI,7,SOUTH WEST   ,84,c,SOCIETY FOR THE PROMOTION OF YOUTH AND MASSES (SPYM),"Society for Promotion of Youth and Masses,111/9, Opposite Sector B-4, Vasant Kunj ( Near CNG Station), Pin-110070",DL/2016/0103382,DR/DL/SWD/00095,"SPYMCentre, 2nd Floor, SPYM Centre, Near CNG Station, 111/9 opposite Sector B-4, Vasant Kunj, New Delhi",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,DL/DL/00000816/DRUGS/05-21/50289,2021-22,6/14/2021,97,0,0
54323,BIHAR,10,MUZAFFARPUR,208,c,ALPSANKHYAK AVAM HARIJAN SAMAJ KALYAN KENDRA ,"Data Kambal Shah Mazar, Muzaffarpur, Bihar 842001",BR/2016/0102469,DR/BR/MUZ/00100,"50/413, WHOLE BUILDING, NEAR BLUE DAIMOND RESORT, NH-57, MUZAFFARPUR",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,BR/BR/00000450/DRUGS/05-21/50290,2021-22,5/30/2021,152,0,0
54324,MADHYA PRADESH,23,DINDORI,404,c,SARVANGEEN VIKAS SANSTHAN NANDA,"VILLAGE NANDA POST OFFICE AMARPUR DISTRICT DINDORI M.P. PIN CODE 481880, Pin-null",MP/2016/0102677,DR/MP/DND/00097,"23, ground, Building, Dindori, Saket Nagar , Saket Nagar, Dindori",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,MP/MP/00018509/DRUGS/05-21/50291,2021-22,6/14/2021,10,1,0
54325,RAJASTHAN,8,GANGANAGAR,100,c,J.R. Tantia Charitable Trust,"J.R. Tantia Charitable De-addiction and Rehabilitation Centre, 2-A-32, Sukharia Nagar, Sri Ganganagar Rajasthan-335001",RJ/2016/0113082,DR/RJ/GNG/00091,"II, II Floor , Jan Sewa Hospital Near Ricco Bus Stand, Hanumangarh Road, Sri Ganganagar",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,RJ/RJ/00003692/DRUGS/05-21/50292,2021-22,5/28/2021,259,0,0
54326,ASSAM,18,SONITPUR,301,c,Global Health Immunisation and Population Control Organisation,"Vill Rangaloo PO Jumarmur Dist Nagaon State Assam PIN Code 782427, Pin-782427",AS/2012/0052653,DR/AS/SON/00108,"112, Ground Floor, All India Radio, Gotlong Road, Tezpur",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,AS/AS/00000402/DRUGS/05-21/50293,2021-22,5/29/2021,3604,283,0
54327,TAMIL NADU,33,VIRUDHUNAGAR,597,c,NAVAJEEVAN TRUST,"NO.63, RAILWAY PETER ROAD, E.B.COLONY, RAILWAY STATION OPPOSITEARUPPUKOTTAI, Pin-626101",TN/2017/0153064,DR/TN/VIR/00088,"No 3/A, ground floor, building, Aruppukottai New Bus Stand Near, PERKINSPURAM, 3 rd Street, Aruppukottai",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,TN/TN/00017754/DRUGS/05-21/50294,2021-22,5/23/2021,180,0,0
54329,DELHI,7,SOUTH EAST DELHI,670,c,EXPRESSIONS CHILDREN HOMES ORGANISATIONS OF INDIA,"HOUSE NO.38 (BASEMENT), POCKET-I JASOLA VIHAR,(BEHIND APOLLO HOSPITAL) , Pin-110025",DL/2019/0238898,DR/DL/STS/00115,"jasola, Ground, jasola, NA, faridabad, faridabad, Delhi",Community based Peer led Intervention (CPI) for Early Drug Use Prevention among Adolescents,10,DRUGS,DL/DL/00023221/DRUGS/05-21/50296,2021-22,5/19/2021,1,0,0
54330,MADHYA PRADESH,23,REWA,424,c,Nivedita Kalyan Samiti,"13/164 Manas Nagar Rewa 
Pin Code 486001",MP/2009/0018747,DR/MP/REW/00128,"9/816/1, Ground & First Floor, Building, Saraswati School, Nirala Nagar , University Road, Rewa",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,MP/MP/00000536/DRUGS/05-21/50297,2021-22,6/7/2021,406,10,0
54331,KARNATAKA,29,KOPPAL ,543,c,Surabee Mahila Mandali ,"314 3rd Main 1st cross 
S Nijalingappa layout
davangere 577004
karnataka",KA/2014/0074274,DR/KA/KPL/00069,"73/2/A3, Ground floor, Malvi Building, Opposite Madhu Paradise, Pragati Nagara, 1st Cross,, Kinnal Road, Bhagya Nagara,, Koppal",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,KA/KA/00001279/DRUGS/05-21/50298,2021-22,5/24/2021,253,0,0
54332,ANDHRA PRADESH,28,GUNTUR,506,c,NARASARAOPET TALUKA SCHEDULE TRIBES YOUTH CLUB,"NARASARAOPET TALUKA SCHEDULE TRIBES YOUTH CLUB, D.NO: 13-1-330, ST COLONY, VINUKONDA ROAD, NARASARAOPET - 522601, Pin-000000",AP/2016/0112959,DR/AP/GNT/00071,"13 1 330, 1, Building , Water tank, Srinivasanagar , Vnk Road, Town",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,AP/AP/00006311/DRUGS/05-21/50299,2021-22,6/15/2021,125,10,0
54333,DELHI,7,SOUTH WEST   ,84,c,EXPRESSIONS CHILDREN HOMES ORGANISATIONS OF INDIA,"HOUSE NO.38 (BASEMENT), POCKET-I JASOLA VIHAR,(BEHIND APOLLO HOSPITAL) , Pin-110025",DL/2019/0238898,DR/DL/SWD/00116,"jasola, Ground, jasola, moolchand, faridabad, faridabad, Delhi",Community based Peer led Intervention (CPI) for Early Drug Use Prevention among Adolescents,10,DRUGS,DL/DL/00023221/DRUGS/05-21/50300,2021-22,5/13/2021,0,0,0
54334,ODISHA,21,DHENKANAL,352,c,ARUN INSTITUTE OF RURAL AFFAIRS,"AT-ASWAKHOLA
PO-KARAMUL, VIA-MAHIMAGADI
",OR/2009/0003765,DR/OR/DHK/00152,"207/1134, Ground 1st 2nd floor, Kathagada (Anandanagar), Near UPHC Anandanagar, Kathagada, Anandanagar main lane, Dhenkanal",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,OR/OR/00003652/DRUGS/05-21/50301,2021-22,5/23/2021,180,0,0
54335,MAHARASHTRA,27,LATUR,481,c,Samyak Samajik Vikas Pratisthan Latur,At Chatrapati Shahu Accident Hospital Chatrapati Shahu Nagar Latur413513,MH/2017/0114611,DR/MH/LTR/00153,"R2 2450 5, Ground floor, Building, Ambajogai Road, Chhatrapati Shahu nagar , Ambajogai Road, Latur",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,MH/MH/00013278/DRUGS/05-21/50302,2021-22,5/29/2021,183,0,0
54336,WEST BENGAL,19,DARJEELING,309,c,D B Giri Road SPYM,"Ghoom S K Road,PO Ghoom, Darjeeling., Pin-734101",WB/2018/0195844,DR/WB/DRJ/00154,"146/A , 1st Floor, Chola Finance Building, Near Merry Resort, Merry Villa, Hill Cart Road, Merry Villa, Darjeeling",Outreach and Drop in Centres (ODIC),11,DRUGS,WB/WB/00021293/DRUGS/05-21/50303,2021-22,5/28/2021,258,1,0
54337,TAMIL NADU,33,TIRUCHIRAPPALLI,591,c,SISTERS OFCROSSSOCIETY FOR EDUCATION DEVELOPMENT,"SOC-SEADPost Box No:395, Old Goodshed Road, Teppakulam,Trichirappalli, Tamil Nadu.Pin:620002, Pin-620002",TN/2009/0004804,DR/TN/TRC/00098,"395, 2nd , SOC-SEAD , Opp F S M Fort, IRCA, Old Goodshed Road, Thiruchirappalli",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,TN/TN/00000879/DRUGS/05-21/50304,2021-22,5/19/2021,321,1,0
54338,UTTAR PRADESH,9,RAMPUR,176,c,Ratan gramya vikas samiti ,"Ratan Gramya Vikas Samiti 
Village-Jahidpur Post teh Shahbad 
Rampur (244922)
Uttar Pradesh",UP/2014/0084331,DR/UP/RMP/00103,"15, 00, 00, Near Irrigation House, Mohalla Farashaan, Shahabad Bilari Road, Rampur",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,UP/UP/00002135/DRUGS/05-21/50305,2021-22,5/31/2021,229,1,0
54339,KARNATAKA,29,CHITRADURGA,533,c,DATE CHARITABLE SOCIETY R,"NIDHI BUILDING, HOSURAPPA LAYOUT, TURUVANUR ROAD, CHITRADURGA-577502, Pin-000000",KA/2016/0105302,DR/KA/CTR/00164,"1, 1ST FLOOR, NIDHI BUILDING, NEAR VENKATARAMANA SWAMY TEMPLE, HOSURAPPA LAYOUT, TURUVANUR ROAD, CHITRADURGA",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,KA/KA/00002921/DRUGS/05-21/50306,2021-22,10/7/2021,152,0,0
54340,ODISHA,21,KHORDHA,362,c,VISHWA JEEVAN SEVA SANGHA,"At-Saradhapur,
Po- Garhsanput,
Via-Bajapur,
Dist- Khordha
Pin-752060
Odisha",OR/2009/0017615,DR/OR/KHD/00165,"1594, Ground floor, Building, PUnama Gate Flyover, Kabatkhana Gali, Punama Gate , Bhubaneswar",Community based Peer led Intervention (CPI) for Early Drug Use Prevention among Adolescents,10,DRUGS,OR/OR/00001006/DRUGS/05-21/50307,2021-22,6/15/2021,430,428,0
54341,MANIPUR,14,TENGNOUPAL,716,c,Social Reformation and Development Organisation,Registar of Coperative Societies Thoubal District Manipur pin no 795138,MN/2009/0022106,DR/MN/TNG/00166,"22 rooms, ground floor, Ngungourok, Ngungourok village, Ngungourok vllage",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,MN/MN/00001526/DRUGS/05-21/50308,2021-22,5/18/2021,168,0,0
54342,TELANGANA,36,VIKARABAD,698,c,DOVE  Development Organization for village Environment,"D.NO- 1-92/2/A, Prabhatnagar Colony, Chaitanyapuri, Dilsukhnagar– 500 060, Pin-500060",AP/2009/0009466,DR/TG/VKR/00167,"PLOT NO 30, GROUND & FIRST FLOOR, BUILDING, NEAR MRO OFFICE , MITHRA NAGAR , KOKAT ROAD, TANDUR",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,TG/TG/00001988/DRUGS/05-21/50309,2021-22,5/28/2021,177,0,1
54343,MADHYA PRADESH,23,MANDSAUR,416,c,Hopes Society for Community Empowerment and Research,"46-Geet Apartment-5Old Ashoka GardenBhopal-462023 MP, Pin-462023",MP/2017/0118950,DR/MP/MAN/00156,"03, Ground Floor , Jain Bhawan , Rajendra Resort , Shayam Nagar Ramtekri , Rajendra Resort, Mandsaur",Outreach and Drop in Centres (ODIC),11,DRUGS,MP/MP/00010626/DRUGS/05-21/50310,2021-22,6/4/2021,2080,9,0
54344,ODISHA,21,KHORDHA,362,c,BHAIRABI CLUB,"BHAIRABI CLUB, AT;KURUMPADA, POST;HADAPDA, DIST; KHORDHA, ORISSA PIN-752018, Pin-752018",OR/2009/0002127,DR/OR/KHD/00036,"127/2176, GROUND FLOOR, TAPANG RLY STATION , TAPANG RLY STATION ROAD, NARANGARH",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,OR/OR/00000084/DRUGS/05-21/50311,2021-22,5/25/2021,187,0,0
54345,ODISHA,21,BHADRAK,348,c,NIKHILA UTKAL HARIJAN ADIVASI SEVA SANGHA,"Nikhila Utkal Harijan Adivasi Seva SanghaPlot No.-773, Lane-3, Jayadev Vihar,Bhubaneswar-751013,Dist- Khorda, Odisha., Pin-751013",OR/2010/0029070,DR/OR/BDK/00176,"962/259, 1st, Near SBD School, Laxmi Vihar, Bhadrak",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,OR/OR/00005137/DRUGS/05-21/50312,2021-22,5/24/2021,160,0,0
54346,KARNATAKA,29,BANGLORE URBAN,525,c,Eshwar Education and Welfare socitey,"No.1 Khata no 117 Assmnt No 113/7712 th cross Srigandha nagar HegganahalliPeenya 2nd stage Bangalore-560091, Pin-000000",KA/2016/0105625,DR/KA/BUR/00083,"113/77, No 2, Building, Hegganahalli Government Hospital, Hegganahalli, 14th Cross Srigandanagar, Bangalore",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,KA/KA/00005707/DRUGS/05-21/50313,2021-22,6/5/2021,198,0,0
54347,MAHARASHTRA,27,DHULE,474,c,ShriSatpudaTapiParisarSamishraApangShikshanSamiti,AtNewadePostSonewadiTalShindkhedaDistDhule425406,MH/2016/0107377,DR/MH/DHU/00178,"102 B, Ground and First, Dr Korrane House, Near Datta Mandir, Prabhat Nagar, Biladi Road, Dhule",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,MH/MH/00005539/DRUGS/05-21/50314,2021-22,5/29/2021,172,0,0
54348,TAMIL NADU,33,DHARMAPURI,571,c,SOCIETY UPLIFT NETWORK,"NO.5/230, ALAGAPURI VILLAGEBEHIND VETENARY HOSPITALCOLLECTOR OFFICE POSTDHARMAPURI TALUK AND DISTRICT636705, Pin-000000",TN/2016/0104079,DR/TN/DRM/00180,"1/1197M, Ground & 1st Floor, Tamil Nadu Housing Board, Near Collectorate, TNHB, Viruppatchipuram,, Vennampatti Village, Vennampatti",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,TN/TN/00000974/DRUGS/05-21/50315,2021-22,6/12/2021,21,0,0
54349,TELANGANA,36,HYDERABAD,507,c,DOVE  Development Organization for village Environment,"D.NO- 1-92/2/A, Prabhatnagar Colony, Chaitanyapuri, Dilsukhnagar– 500 060, Pin-500060",AP/2009/0009466,DR/TG/HYD/00181,"1-92/2/A/B, FIRST FLOOR, BUILDING, NEAR SIVALAYAM TEMPLE, PRABHATNAGAR COLONY, CHAITANYAPURI, HYDERABAD",Community based Peer led Intervention (CPI) for Early Drug Use Prevention among Adolescents,10,DRUGS,TG/TG/00001988/DRUGS/05-21/50316,2021-22,5/28/2021,957,68,0
54350,MAHARASHTRA,27,NAGPUR,484,c,BHARTIYA ADIM JATI SEVAK SANGH VIDARBHA NAGPUR,"Malviyanagar, Besides Swami Samarth Temple,Khamla, Nagpur 440025., Pin-000000",MH/2009/0005514,DR/MH/NGP/00179,"5610, 2nd Floor, Organazation Building, Samrat Ashok Buddha Vihar, Maharana Colony, Rameshwari Ring Road, Nagpur",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,MH/MH/00000964/DRUGS/05-21/50317,2021-22,5/24/2021,182,0,0
54351,MADHYA PRADESH,23,BHOPAL,396,c,Hopes Society for Community Empowerment and Research,"46-Geet Apartment-5Old Ashoka GardenBhopal-462023 MP, Pin-462023",MP/2017/0118950,DR/MP/BHP/00141,"B5, GROUND FLOOR, KIRAN, GURUDWARA, PUNJABI BAAG, RAISEN ROAD, BHOPAL",Community based Peer led Intervention (CPI) for Early Drug Use Prevention among Adolescents,10,DRUGS,MP/MP/00010626/DRUGS/05-21/50318,2021-22,6/4/2021,573,228,0
54352,ODISHA,21,ANUGUL,344,c,ARUN INSTITUTE OF RURAL AFFAIRS,"AT-ASWAKHOLA
PO-KARAMUL, VIA-MAHIMAGADI
",OR/2009/0003765,DR/OR/ANU/00188,"7690, Ground Floor, Basudha Water Tank, Kandasar, NALCO Township, Angul",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,OR/OR/00003652/DRUGS/05-21/50319,2021-22,5/23/2021,180,0,0
54353,MAHARASHTRA,27,CHANDRAPUR,473,c,SANT GAJANAN MAHARAJ SHIKSHAN PRASARAK MANDAL,"SANT GAJANAN MAHARAJ SHIKSHAN PRASARAK MANDAL SINDEWAHI NEW BUS STAND TRIVENI NAGAR SINDEWAHI TQ.SINDEWAHI DIST.CHANDRAPUR STATE.MAHARASHTRA-441222, Pin-441222",MH/2012/0050777,DR/MH/CPR/00187,"351, fst floor, Nar us Stand Sindewah, nagpur, District CHANDRAPUR",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,MH/MH/00001638/DRUGS/05-21/50320,2021-22,5/31/2021,167,0,0
54354,HARYANA,6,SONIPAT,75,c,Adarsh Saraswati Shiksha Samiti,"Adarsh Saraswati Shiksha Samiti Sant Garib Dass Gali No. 2 Kakroi Road, Sonipat Haryana Pin-131001",HR/2009/0020594,DR/HR/SNP/00185," 703/15, Ground floor, VTI Building , Near Dharm Kanta , Sant Garib Das Nager, Gali No. 3 Kakroi Road Sonipat, Sonepat",Integrated Rehabilititation Centre for Addicts(IRCA),1,DRUGS,HR/HR/00000403/DRUGS/05-21/50321,2021-22,6/10/2021,749,0,0
